version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,Pixel 7,1713016036990,2024-04-13_13-47-16,Europe/Moscow,android,1.31.3,1aa08dbe-fbc2-4bb5-bb84-c5e02ebcd842,Gyroscope|Annotation|GyroscopeUncalibrated,10||10,false
