time,seconds_elapsed,z,y,x
1713016037059098000,0.06909814453125,0.11468994617462158,-0.01970040425658226,-0.021074850112199783
1713016037076455200,0.086455078125,0.11835514008998871,0.01038470957428217,-0.07330382615327835
1713016037093813800,0.103813720703125,0.11499538272619247,0.007941247895359993,-0.09392052888870239
1713016037111175700,0.12117578125,0.09560041129589081,-0.012828170321881771,-0.08552113175392151
1713016037128544800,0.138544677734375,0.07483099400997162,-0.03588833287358284,-0.061391957104206085
1713016037145899300,0.155899169921875,0.0429132841527462,-0.03741549700498581,-0.026572637259960175
1713016037163290000,0.1732900390625,0.00931569468230009,0.011759156361222267,-0.007635815534740686
1713016037180608800,0.19060888671875,-0.01191187184303999,0.05742133408784866,-0.010231993161141872
1713016037197969000,0.207968994140625,-0.013133603148162365,0.06108652427792549,-0.011453723534941673
1713016037215338200,0.225338134765625,-0.017867809161543846,0.02474004216492176,0.007941247895359993
1713016037232710400,0.24271044921875,-0.028099801391363144,-0.06215553730726242,0.037110064178705215
1713016037250074600,0.26007470703125,-0.023060163483023643,-0.11743884533643723,0.06994406878948212
1713016037267431700,0.277431640625,-0.0013744467869400978,-0.28725937008857727,0.16493362188339233
1713016037284792000,0.2947919921875,0.029626963660120964,-0.5013676285743713,0.37888917326927185
1713016037302152000,0.31215185546875,0.0607810914516449,-0.7974845767021179,0.669355571269989
1713016037319511000,0.329510986328125,0.10766500234603882,-1.284038782119751,0.8985827565193176
1713016037336873200,0.346873291015625,0.1010981947183609,-1.436144232749939,0.8503243923187256
1713016037354239200,0.3642392578125,0.11972958594560623,-1.3194689750671387,0.3257438838481903
1713016037371594800,0.3815947265625,0.039095375686883926,-0.48029279708862305,-0.39996400475502014
1713016037396035800,0.406035888671875,-0.13118331134319305,1.3251193761825562,-1.1914926767349243
1713016037412826000,0.422826171875,-0.1915062516927719,1.6273449659347534,-0.9998337030410767
1713016037430186500,0.4401865234375,-0.1595885455608368,1.145830512046814,-0.40515637397766113
1713016037447544300,0.45754443359375,-0.06673702597618103,0.3240640163421631,0.25641068816185
1713016037464907500,0.474907470703125,0.04932736977934837,-0.26832255721092224,0.5919284224510193
1713016037482259200,0.49225927734375,0.168751522898674,-0.456163614988327,0.4668537676334381
1713016037499603000,0.50960302734375,0.19028452038764954,-0.2811507284641266,0.11850785464048386
1713016037516967700,0.5269677734375,0.14065171778202057,0.018936822190880775,-0.16982053220272064
1713016037534326800,0.544326904296875,0.06291911751031876,0.18997909128665924,-0.2197587788105011
1713016037551687400,0.5616875,-0.020463986322283745,0.28695395588874817,-0.05910121276974678
1713016037569047800,0.5790478515625,-0.07177666574716568,0.2616030275821686,0.16203200817108154
1713016037586408700,0.59640869140625,-0.09422596544027328,0.09437867999076843,0.2672535479068756
1713016037603768800,0.613768798828125,-0.10919216275215149,-0.03481931984424591,0.230448916554451
1713016037621129500,0.63112939453125,-0.10461067408323288,-0.07696902006864548,0.0887281745672226
1713016037638490400,0.648490478515625,-0.12400564551353455,-0.04566217586398125,-0.08781187981367111
1713016037655849500,0.665849365234375,-0.13576480746269226,-0.014813481830060482,-0.2174680233001709
1713016037673215000,0.683215087890625,-0.11071932315826416,-0.04932736977934837,-0.23854288458824158
1713016037690569500,0.700569580078125,-0.05742133408784866,-0.14446963369846344,-0.16798794269561768
1713016037707925800,0.71792578125,-0.009773843921720982,-0.2779437005519867,-0.0754418596625328
1713016037725292800,0.735292724609375,0.025961773470044136,-0.3110831379890442,-0.04001167416572571
1713016037742651400,0.7526513671875,0.032528575509786606,-0.23075434565544128,-0.0507018156349659
1713016037760010800,0.7700107421875,0.006872233934700489,-0.033597588539123535,-0.0907134860754013
1713016037777371400,0.787371337890625,-0.013439035043120384,0.22311852872371674,-0.12767083942890167
1713016037794732800,0.80473291015625,-0.016798794269561768,0.3949243724346161,-0.10384709388017654
1713016037812092700,0.8220927734375,-0.01710422709584236,0.4280638098716736,-0.01237002108246088
1713016037829456100,0.8394560546875,-0.001527163083665073,0.36560285091400146,0.09789115190505981
1713016037846813200,0.856813232421875,0.02275473065674305,0.28359419107437134,0.1644754707813263
1713016037864175400,0.87417529296875,0.04703662544488907,0.2177734673023224,0.15882496535778046
1713016037881533000,0.891532958984375,0.07131851464509964,0.19914206862449646,0.09789115190505981
1713016037898907100,0.9089072265625,0.08827003091573715,0.22510384023189545,0.047800205647945404
1713016037916268800,0.926268798828125,0.09682214260101318,0.28267788887023926,0.02733621932566166
1713016037933608200,0.943608154296875,0.08231408894062042,0.2744311988353729,0.015118914656341076
1713016037950985500,0.9609853515625,0.062460970133543015,0.156686931848526,0.013591751456260681
1713016037968345900,0.978345947265625,0.044745877385139465,0.020463986322283745,0.020463986322283745
1713016037985706500,0.99570654296875,0.031612277030944824,-0.1316414624452591,0.03741549700498581
1713016038003063000,1.01306298828125,0.013591751456260681,-0.27030786871910095,0.06352998316287994
1713016038020427000,1.030427001953125,0.0032070425804704428,-0.38728857040405273,0.07101308554410934
1713016038037779700,1.04777978515625,0.02076941914856434,-0.4421137273311615,0.052381694316864014
1713016038055148000,1.06514794921875,0.029474247246980667,-0.39248090982437134,0.05115996301174164
1713016038072508200,1.082508056640625,0.01970040425658226,-0.3090978264808655,0.04459316283464432
1713016038089868800,1.099868896484375,0.012828170321881771,-0.20143280923366547,0.021991148591041565
1713016038107229200,1.117229248046875,-0.009468411095440388,-0.11407908797264099,-0.00931569468230009
1713016038124585000,1.1345849609375,-0.038637228310108185,-0.04260785132646561,-0.06154467165470123
1713016038141939700,1.151939697265625,-0.06627888232469559,0.0354301854968071,-0.12110403180122375
1713016038159315500,1.1693154296875,-0.07269296050071716,0.12278391420841217,-0.13927727937698364
1713016038176670700,1.186670654296875,-0.060933809727430344,0.14966198801994324,-0.11392636597156525
1713016038194031000,1.204031005859375,-0.021991148591041565,0.10735956579446793,-0.06688974797725677
1713016038211381200,1.22138134765625,0.01160643994808197,0.04948008432984352,-0.0025961773935705423
1713016038228752000,1.238751953125,0.030695978552103043,-0.0013744467869400978,0.043218716979026794
1713016038246109700,1.256109619140625,0.03176499158143997,0.016798794269561768,0.027488935738801956
1713016038263472600,1.27347265625,0.02886338345706463,0.08506298810243607,-0.008857546374201775
1713016038280835800,1.2908359375,0.035124752670526505,0.1889100819826126,-0.007635815534740686
1713016038298193400,1.308193359375,0.05696318298578262,0.2730567753314972,0.025656340643763542
1713016038315554000,1.325553955078125,0.06185010448098183,0.34376442432403564,0.039248090237379074
1713016038332904200,1.342904296875,0.05406157299876213,0.4291328489780426,0.05009094998240471
1713016038350274600,1.360274658203125,0.05757404863834381,0.5377141237258911,0.0835358202457428
1713016038367635000,1.377635009765625,0.055741455405950546,0.6831000447273254,0.14004085958003998
1713016038384995600,1.39499560546875,0.04398229718208313,0.8449793457984924,0.19746218621730804
1713016038402351000,1.41235107421875,0.040622539818286896,1.0025825500488281,0.20952677726745605
1713016038419716400,1.42971630859375,0.03298672288656235,1.177748203277588,0.18829920887947083
1713016038437081600,1.44708154296875,0.03527746722102165,1.2906055450439453,0.1618792861700058
1713016038454436900,1.464436767578125,0.06414084881544113,1.345583438873291,0.14004085958003998
1713016038471797500,1.481797607421875,0.09147707372903824,1.5357152223587036,0.11774427443742752
1713016038489158100,1.499158203125,0.10018189996480942,1.854892373085022,0.11591167747974396
1713016038506518300,1.516518310546875,0.1336267739534378,2.2211060523986816,0.166460782289505
1713016038523878700,1.533878662109375,0.15363261103630066,2.496148109436035,0.244804248213768
1713016038541239000,1.551239013671875,0.2148718535900116,2.8148670196533203,0.3452915847301483
1713016038558599700,1.568599609375,0.294437050819397,3.0633363723754883,0.49144110083580017
1713016038575959800,1.585959716796875,0.3660610020160675,3.3121113777160645,0.618195652961731
1713016038593320200,1.6033203125,0.3937026560306549,3.5831828117370605,0.6203336715698242
1713016038610673400,1.62067333984375,0.4079052805900574,3.774688959121704,0.46761733293533325
1713016038628041200,1.638041259765625,0.44913867115974426,4.006359577178955,0.299476683139801
1713016038645400000,1.655400146484375,0.4922046661376953,4.226881980895996,0.21059578657150269
1713016038662761700,1.67276171875,0.4729624092578888,4.4399213790893555,0.17531833052635193
1713016038680123600,1.69012353515625,0.36331209540367126,4.571868419647217,0.16279558837413788
1713016038697482500,1.707482421875,0.21242839097976685,4.724431991577148,0.2580905556678772
1713016038714843400,1.724843505859375,0.10445795953273773,4.84080171585083,0.4349360466003418
1713016038732192800,1.74219287109375,0.04199698567390442,4.808120250701904,0.6438519954681396
1713016038749564200,1.759564208984375,0.045204028487205505,4.7024407386779785,0.7475463151931763
1713016038766926800,1.7769267578125,0.09407325088977814,4.7025933265686035,0.6359107494354248
1713016038784284700,1.79428466796875,0.1765400618314743,4.887685775756836,0.34758231043815613
1713016038801643000,1.81164306640625,0.2741257846355438,5.154175281524658,0.01237002108246088
1713016038819005400,1.82900537109375,0.3729332387447357,5.482515811920166,-0.23182335495948792
1713016038836368400,1.846368408203125,0.5207626223564148,5.695402145385742,-0.24419337511062622
1713016038853726200,1.863726318359375,0.6850853562355042,5.97197151184082,0.0757472887635231
1713016038871086800,1.8810869140625,0.7455610036849976,6.331160068511963,0.5372560024261475
1713016038888436700,1.898436767578125,0.7325801253318787,6.698901176452637,0.8194757103919983
1713016038905807400,1.915807373046875,0.6369797587394714,6.677520751953125,0.7576256394386292
1713016038923165700,1.933165771484375,0.36361753940582275,6.189897537231445,0.45784351229667664
1713016038940528400,1.9505283203125,0.02168571576476097,5.589111328125,0.15714508295059204
1713016038957888300,1.96788818359375,-0.21212296187877655,4.996725082397461,0.029168816283345222
1713016038975249000,1.985248779296875,-0.14217889308929443,4.943121433258057,-0.020311269909143448
1713016038992612000,2.002612060546875,0.09376781433820724,5.024366855621338,0.23640485107898712
1713016039009966000,2.019966064453125,0.11301007121801376,4.736649036407471,0.5500841736793518
1713016039027330300,2.037330322265625,-0.06536258012056351,3.9180896282196045,0.6757696866989136
1713016039044690700,2.054690673828125,-0.304669052362442,3.3574681282043457,0.6343835592269897
1713016039062050800,2.07205078125,-0.5422956347465515,3.1728341579437256,0.528245747089386
1713016039079409200,2.0894091796875,-0.737772524356842,3.2389602661132812,0.494189977645874
1713016039096772000,2.106772216796875,-0.7680103182792664,3.3400583267211914,0.5441282391548157
1713016039114134500,2.124134521484375,-0.6855435371398926,3.065474510192871,0.5528330206871033
1713016039131497200,2.141497314453125,-0.540921151638031,2.464841365814209,0.42088615894317627
1713016039148853200,2.158853271484375,-0.37048977613449097,1.9546160697937012,0.13973543047904968
1713016039166213600,2.176213623046875,-0.2370157092809677,1.6224581003189087,-0.00366519158706069
1713016039183574000,2.193573974609375,-0.2076941877603531,1.4326317310333252,0.06704246252775192
1713016039200931800,2.210931884765625,-0.21792617440223694,1.3283264636993408,0.10903944820165634
1713016039218294800,2.228294677734375,-0.20173825323581696,1.1917980909347534,0.15363261103630066
1713016039235657700,2.24565771484375,-0.13820825517177582,1.0166324377059937,0.22342395782470703
1713016039253015600,2.263015625,-0.013286318629980087,0.7382306456565857,0.23258693516254425
1713016039270376000,2.2803759765625,0.11820242553949356,0.49205195903778076,0.1915062516927719
1713016039287741700,2.29774169921875,0.1745547503232956,0.432034432888031,0.12079860270023346
1713016039305096700,2.3150966796875,0.14844025671482086,0.3433062732219696,0.06948592513799667
1713016039322457000,2.33245703125,0.04917465150356293,0.23380866646766663,0.02779436856508255
1713016039339815000,2.34981494140625,-0.06551529467105865,0.06215553730726242,-0.06383541971445084
1713016039357178000,2.36717822265625,-0.11530081182718277,-0.1742493063211441,-0.2542726695537567
1713016039374540800,2.384540771484375,-0.09346238523721695,-0.24648413062095642,-0.4317290186882019
1713016039391898600,2.401898681640625,-0.09911288321018219,-0.2893974184989929,-0.45753806829452515
